outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,NOV 2021,202146,50-64,all_types,32568,32967421,37412,8615458,98.788437227,434.242729754,4.395683766,,,,0
case,NOV 2021,202146,65-79,all_types,16839,24720437.1,15843,2722065.2,68.117727579,582.021327042,8.544344442,,,,1
case,NOV 2021,202146,80+,all_types,5559,7180429,4378,1274575.9,77.418772611,343.486802159,4.436737894,,,,1
case,NOV 2021,202146,all_ages_adj,all_types,124655,133398813.1,208177,52515147.1,93.445359148,396.413247408,4.242192989,95.440823632,419.452181603,4.394892727,1
case,NOV 2021,202146,all_ages_adj,Janssen,13661,10485505,208177,52515147.1,130.284616716,396.413247408,3.042671172,119.160333332,419.452181603,3.520065527,1
case,NOV 2021,202146,all_ages_adj,Moderna,40674,48754959,208177,52515147.099999994,83.42535987,396.413247408,4.751711566,83.986332952,419.452181603,4.994290938,1
case,NOV 2021,202146,all_ages_adj,Pfizer,70215,74063529,208177,52515147.099999994,94.803746119,396.413247408,4.181409107,98.453183056,419.452181603,4.260422757,1
case,NOV 2021,202147,12-17,all_types,3860,8832991,19570,7803807,43.699806781,250.775038388,5.738584604,,,,0
case,NOV 2021,202147,18-29,all_types,16980,20858221,42052,14964201,81.406750844,281.017342657,3.452015217,,,,0
case,NOV 2021,202147,30-49,all_types,42304,39315738,66468,16557466,107.60067635,401.438239402,3.730815205,,,,0
case,NOV 2021,202147,50-64,all_types,29694,33101602,34081,8403267,89.705628145,405.568453317,4.521103767,,,,0
case,NOV 2021,202147,65-79,all_types,15099,24801960.1,15062,2666903.2,60.878252925,564.774904466,9.277120767,,,,1
case,NOV 2021,202147,80+,all_types,5122,7205398,4278,1249970.9,71.085594439,342.247967533,4.814589654,,,,1
case,NOV 2021,202147,all_ages_adj,all_types,113059,134115910.1,181511,51645615.099999994,84.299468956,351.454813053,4.169122503,85.94323054,379.223639122,4.412489928,1
case,NOV 2021,202147,all_ages_adj,Janssen,12233,10571600,181511,51645615.099999994,115.715691097,351.454813053,3.037226929,107.249369264,379.223639122,3.535905542,1
case,NOV 2021,202147,all_ages_adj,Moderna,36224,48973279,181511,51645615.1,73.966866707,351.454813053,4.751516844,72.226018692,379.223639122,5.250512848,1
case,NOV 2021,202147,all_ages_adj,Pfizer,64504,74476105,181511,51645615.099999994,86.610329582,351.454813053,4.057885644,90.011982139,379.223639122,4.213035088,1
case,DEC 2021,202148,12-17,all_types,6984,8899243,33535,7725404,78.478585201,434.087330578,5.531283846,,,,0
case,DEC 2021,202148,18-29,all_types,28745,21007439,68018,14776757,136.832481103,460.303976035,3.363996416,,,,0
case,DEC 2021,202148,30-49,all_types,62532,39549921,98086,16258017,158.109038954,603.308509273,3.815774944,,,,0
case,DEC 2021,202148,50-64,all_types,43511,33235186,48706,8194781.3,130.918478988,594.353872507,4.539877618,,,,1
case,DEC 2021,202148,65-79,all_types,21052,24878662.1,20363,2603689.2,84.618698206,782.082592654,9.242432338,,,,1
case,DEC 2021,202148,80+,all_types,6629,7229401,5392,1225869.9,91.695010416,439.850917296,4.796890423,,,,1
case,DEC 2021,202148,all_ages_adj,all_types,169453,134799852.1,274100,50784518.4,125.707111217,539.73141547,4.293563111,129.875589674,569.96698471,4.388561285,1
case,DEC 2021,202148,all_ages_adj,Janssen,18129,10651871,274100,50784518.4,170.195452048,539.73141547,3.171244642,157.40562284,569.96698471,3.621007779,1
case,DEC 2021,202148,all_ages_adj,Moderna,52675,49180344,274100,50784518.400000006,107.105798203,539.73141547,5.039236199,108.060972718,569.96698471,5.274494301,1
case,DEC 2021,202148,all_ages_adj,Pfizer,98475,74872433,274100,50784518.400000006,131.523707798,539.73141547,4.103681568,137.090547896,569.96698471,4.15759506,1
case,DEC 2021,202149,5-11,all_types,32,89899,44393,16788459,35.595501618,264.42569863,7.428626838,,,,0
case,DEC 2021,202149,12-17,all_types,7027,8959014,31301,7648764,78.434970634,409.229517344,5.217436993,,,,0
